Date,City,Customer_type,Gender,Product line,Prix unitaire,Quantité,Total,Coût,Gain,Rating
27/10/2019,Yangon,Normal,Female,Home and lifestyle,46.33,7,340.5255,324.31,16.2155,7.4
27/10/2019,Naypyitaw,Normal,Female,Sports and travel,98.8,2,207.48,197.6,9.88,7.7
28/10/2019,Yangon,Normal,Female,Fashion accessories,48.63,4,204.246,194.52,9.726,7.6
28/10/2019,Yangon,Normal,Female,Fashion accessories,98.48,2,206.808,196.96,9.848,9.2
28/10/2019,Naypyitaw,Normal,Female,Fashion accessories,31.73,9,299.8485,285.57,14.2785,5.9
28/10/2019,Yangon,Member,Female,Health and beauty,58.22,8,489.048,465.76,23.288,8.4
28/10/2019,Yangon,Normal,Female,Fashion accessories,48.63,4,204.246,194.52,9.726,7.6
29/10/2019,Mandalay,Member,Male,Food and beverages,57.74,3,181.881,173.22,8.661,7.7
29/10/2019,Naypyitaw,Normal,Male,Health and beauty,53.19,7,390.9465,372.33,18.6165,5
29/10/2019,Naypyitaw,Member,Female,Food and beverages,68.54,8,575.736,548.32,27.416,8.5
29/10/2019,Yangon,Normal,Female,Sports and travel,86.31,7,634.3785,604.17,30.2085,5.3
29/10/2019,Mandalay,Member,Male,Food and beverages,57.74,3,181.881,173.22,8.661,7.7
30/10/2019,Mandalay,Normal,Female,Health and beauty,17.97,4,75.474,71.88,3.594,6.4
30/10/2019,Mandalay,Normal,Female,Electronic accessories,52.79,10,554.295,527.9,26.395,10
30/10/2019,Mandalay,Normal,Female,Sports and travel,90.28,9,853.146,812.52,40.626,7.2
30/10/2019,Naypyitaw,Normal,Female,Electronic accessories,85.39,7,627.6165,597.73,29.8865,4.1
30/10/2019,Mandalay,Normal,Female,Health and beauty,17.97,4,75.474,71.88,3.594,6.4
31/10/2019,Naypyitaw,Member,Female,Health and beauty,47.71,6,300.573,286.26,14.313,4.4
31/10/2019,Yangon,Member,Female,Health and beauty,95.95,5,503.7375,479.75,23.9875,8.8
31/10/2019,Mandalay,Normal,Female,Fashion accessories,39.62,7,291.207,277.34,13.867,7.5
31/10/2019,Yangon,Member,Female,Electronic accessories,68.84,6,433.692,413.04,20.652,5.8
31/10/2019,Naypyitaw,Member,Female,Health and beauty,47.71,6,300.573,286.26,14.313,4.4
01/11/2019,Mandalay,Normal,Female,Sports and travel,40.62,2,85.302,81.24,4.062,4.1
01/11/2019,Mandalay,Normal,Female,Fashion accessories,36.51,9,345.0195,328.59,16.4295,4.2
01/11/2019,Yangon,Member,Female,Sports and travel,92.13,6,580.419,552.78,27.639,8.3
01/11/2019,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,772.38,735.6,36.78,8
01/11/2019,Mandalay,Normal,Female,Sports and travel,40.62,2,85.302,81.24,4.062,4.1
02/11/2019,Yangon,Member,Male,Fashion accessories,56.04,10,588.42,560.4,28.02,4.4
02/11/2019,Mandalay,Normal,Male,Food and beverages,21.12,8,177.408,168.96,8.448,6.3
02/11/2019,Mandalay,Normal,Female,Sports and travel,34.84,4,146.328,139.36,6.968,7.4
02/11/2019,Yangon,Member,Female,Health and beauty,36.26,2,76.146,72.52,3.626,7.2
02/11/2019,Yangon,Member,Male,Fashion accessories,56.04,10,588.42,560.4,28.02,4.4
03/11/2019,Mandalay,Member,Male,Food and beverages,93.4,2,196.14,186.8,9.34,5.5
03/11/2019,Yangon,Member,Female,Home and lifestyle,28.31,4,118.902,113.24,5.662,8.2
03/11/2019,Mandalay,Member,Male,Electronic accessories,87.45,6,550.935,524.7,26.235,8.8
03/11/2019,Mandalay,Member,Female,Food and beverages,54.84,3,172.746,164.52,8.226,5.9
03/11/2019,Mandalay,Member,Male,Food and beverages,93.4,2,196.14,186.8,9.34,5.5
04/11/2019,Mandalay,Normal,Female,Health and beauty,73.41,3,231.2415,220.23,11.0115,4
04/11/2019,Mandalay,Normal,Male,Health and beauty,57.59,6,362.817,345.54,17.277,5.1
04/11/2019,Naypyitaw,Normal,Female,Health and beauty,81.3,6,512.19,487.8,24.39,5.3
04/11/2019,Mandalay,Member,Female,Fashion accessories,14.48,4,60.816,57.92,2.896,4.5
04/11/2019,Mandalay,Normal,Female,Health and beauty,73.41,3,231.2415,220.23,11.0115,4
05/11/2019,Naypyitaw,Normal,Male,Health and beauty,33.64,8,282.576,269.12,13.456,9.3
05/11/2019,Yangon,Member,Female,Food and beverages,47.63,9,450.1035,428.67,21.4335,5
05/11/2019,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,284.193,270.66,13.533,6.2
05/11/2019,Mandalay,Member,Male,Electronic accessories,25.51,4,107.142,102.04,5.102,6.8
05/11/2019,Naypyitaw,Normal,Male,Health and beauty,33.64,8,282.576,269.12,13.456,9.3
06/11/2019,Yangon,Normal,Female,Electronic accessories,45.48,10,477.54,454.8,22.74,4.8
06/11/2019,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,90.5835,86.27,4.3135,7
06/11/2019,Yangon,Normal,Female,Electronic accessories,26.31,5,138.1275,131.55,6.5775,8.8
06/11/2019,Yangon,Normal,Female,Electronic accessories,46.95,5,246.4875,234.75,11.7375,7.1
06/11/2019,Yangon,Normal,Female,Electronic accessories,45.48,10,477.54,454.8,22.74,4.8
07/11/2019,Mandalay,Member,Male,Fashion accessories,83.77,2,175.917,167.54,8.377,4.6
07/11/2019,Yangon,Member,Male,Sports and travel,12.76,2,26.796,25.52,1.276,7.8
07/11/2019,Yangon,Member,Female,Home and lifestyle,34.42,6,216.846,206.52,10.326,9.8
07/11/2019,Yangon,Normal,Female,Food and beverages,43.19,10,453.495,431.9,21.595,8.2
07/11/2019,Mandalay,Member,Male,Fashion accessories,83.77,2,175.917,167.54,8.377,4.6
08/11/2019,Mandalay,Member,Female,Sports and travel,64.08,7,470.988,448.56,22.428,7.3
08/11/2019,Mandalay,Normal,Female,Home and lifestyle,11.28,9,106.596,101.52,5.076,4.3
08/11/2019,Mandalay,Normal,Male,Sports and travel,51.91,10,545.055,519.1,25.955,8.2
08/11/2019,Yangon,Normal,Female,Health and beauty,71.38,10,749.49,713.8,35.69,5.7
08/11/2019,Mandalay,Member,Female,Sports and travel,64.08,7,470.988,448.56,22.428,7.3
09/11/2019,Yangon,Member,Female,Food and beverages,73.47,4,308.574,293.88,14.694,6
09/11/2019,Mandalay,Normal,Female,Home and lifestyle,51.07,7,375.3645,357.49,17.8745,7
09/11/2019,Yangon,Normal,Male,Sports and travel,72.5,8,609,580,29,9.2
09/11/2019,Mandalay,Member,Female,Sports and travel,93.72,6,590.436,562.32,28.116,4.5
09/11/2019,Yangon,Member,Female,Food and beverages,73.47,4,308.574,293.88,14.694,6
10/11/2019,Naypyitaw,Normal,Male,Health and beauty,58.95,10,618.975,589.5,29.475,8.1
10/11/2019,Yangon,Member,Female,Electronic accessories,79.59,3,250.7085,238.77,11.9385,6.6
10/11/2019,Naypyitaw,Member,Female,Sports and travel,89.8,10,942.9,898,44.9,5.4
10/11/2019,Yangon,Member,Female,Health and beauty,68.93,7,506.6355,482.51,24.1255,4.6
10/11/2019,Naypyitaw,Normal,Male,Health and beauty,58.95,10,618.975,589.5,29.475,8.1
11/11/2019,Yangon,Member,Male,Food and beverages,48.5,6,305.55,291,14.55,9.4
11/11/2019,Naypyitaw,Member,Male,Health and beauty,33.81,3,106.5015,101.43,5.0715,7.3
11/11/2019,Naypyitaw,Member,Male,Health and beauty,90.5,10,950.25,905,45.25,8.1
11/11/2019,Yangon,Normal,Male,Sports and travel,72.61,6,457.443,435.66,21.783,6.9
11/11/2019,Yangon,Member,Male,Food and beverages,48.5,6,305.55,291,14.55,9.4
12/11/2019,Mandalay,Member,Female,Electronic accessories,39.48,1,41.454,39.48,1.974,6.5
12/11/2019,Mandalay,Member,Male,Sports and travel,90.53,8,760.452,724.24,36.212,6.5
12/11/2019,Naypyitaw,Member,Female,Health and beauty,68.6,10,720.3,686,34.3,9.1
12/11/2019,Yangon,Normal,Female,Food and beverages,54.67,3,172.2105,164.01,8.2005,8.6
12/11/2019,Mandalay,Member,Female,Electronic accessories,39.48,1,41.454,39.48,1.974,6.5
13/11/2019,Mandalay,Normal,Female,Sports and travel,34.81,1,36.5505,34.81,1.7405,7
13/11/2019,Naypyitaw,Member,Female,Health and beauty,62.82,2,131.922,125.64,6.282,4.9
13/11/2019,Naypyitaw,Member,Female,Food and beverages,30.41,1,31.9305,30.41,1.5205,8.4
13/11/2019,Mandalay,Normal,Female,Home and lifestyle,40.3,2,84.63,80.6,4.03,4.4
13/11/2019,Mandalay,Normal,Female,Sports and travel,34.81,1,36.5505,34.81,1.7405,7
14/11/2019,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,310.716,295.92,14.796,7.1
14/11/2019,Naypyitaw,Member,Male,Food and beverages,24.31,3,76.5765,72.93,3.6465,4.3
14/11/2019,Yangon,Normal,Female,Home and lifestyle,77.95,6,491.085,467.7,23.385,8
14/11/2019,Naypyitaw,Member,Female,Electronic accessories,86.04,5,451.71,430.2,21.51,4.8
14/11/2019,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,310.716,295.92,14.796,7.1
15/11/2019,Yangon,Member,Male,Fashion accessories,21.48,2,45.108,42.96,2.148,6.6
15/11/2019,Yangon,Normal,Male,Sports and travel,64.59,4,271.278,258.36,12.918,9.3
15/11/2019,Naypyitaw,Normal,Female,Health and beauty,46.26,6,291.438,277.56,13.878,9.5
15/11/2019,Mandalay,Normal,Female,Health and beauty,87.98,3,277.137,263.94,13.197,5.1
15/11/2019,Yangon,Member,Male,Fashion accessories,21.48,2,45.108,42.96,2.148,6.6
16/11/2019,Mandalay,Member,Female,Sports and travel,23.08,6,145.404,138.48,6.924,4.9
16/11/2019,Yangon,Member,Male,Food and beverages,24.82,7,182.427,173.74,8.687,7.1
16/11/2019,Yangon,Member,Female,Fashion accessories,30.14,10,316.47,301.4,15.07,9.2
16/11/2019,Mandalay,Normal,Female,Home and lifestyle,33.2,2,69.72,66.4,3.32,4.4
16/11/2019,Mandalay,Member,Female,Sports and travel,23.08,6,145.404,138.48,6.924,4.9
17/11/2019,Mandalay,Member,Female,Home and lifestyle,49.1,2,103.11,98.2,4.91,6.4
17/11/2019,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,59.325,56.5,2.825,9.6
17/11/2019,Naypyitaw,Normal,Male,Health and beauty,66.14,4,277.788,264.56,13.228,5.6
17/11/2019,Yangon,Normal,Male,Electronic accessories,34.56,5,181.44,172.8,8.64,9.9
17/11/2019,Mandalay,Member,Female,Home and lifestyle,49.1,2,103.11,98.2,4.91,6.4
18/11/2019,Mandalay,Member,Female,Sports and travel,64.83,2,136.143,129.66,6.483,8
18/11/2019,Mandalay,Member,Female,Electronic accessories,21.43,10,225.015,214.3,10.715,6.2
18/11/2019,Mandalay,Member,Male,Home and lifestyle,71.86,8,603.624,574.88,28.744,6.2
18/11/2019,Yangon,Member,Female,Sports and travel,88.63,3,279.1845,265.89,13.2945,6
18/11/2019,Mandalay,Member,Female,Sports and travel,64.83,2,136.143,129.66,6.483,8
19/11/2019,Yangon,Member,Male,Home and lifestyle,63.56,10,667.38,635.6,31.78,4.3
19/11/2019,Yangon,Member,Male,Sports and travel,89.06,6,561.078,534.36,26.718,9.9
19/11/2019,Yangon,Normal,Male,Health and beauty,32.46,8,272.664,259.68,12.984,4.9
19/11/2019,Yangon,Member,Female,Home and lifestyle,52.59,8,441.756,420.72,21.036,8.5
19/11/2019,Yangon,Member,Male,Home and lifestyle,63.56,10,667.38,635.6,31.78,4.3
20/11/2019,Naypyitaw,Member,Male,Sports and travel,72.88,2,153.048,145.76,7.288,6.1
20/11/2019,Yangon,Member,Male,Home and lifestyle,23.29,4,97.818,93.16,4.658,5.9
20/11/2019,Mandalay,Member,Female,Fashion accessories,91.54,4,384.468,366.16,18.308,4.8
20/11/2019,Mandalay,Normal,Male,Fashion accessories,33.52,1,35.196,33.52,1.676,6.7
20/11/2019,Naypyitaw,Member,Male,Sports and travel,72.88,2,153.048,145.76,7.288,6.1
21/11/2019,Yangon,Normal,Female,Food and beverages,67.1,3,211.365,201.3,10.065,7.5
21/11/2019,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,548.184,522.08,26.104,6.3
21/11/2019,Naypyitaw,Member,Male,Sports and travel,34.56,7,254.016,241.92,12.096,7.3
21/11/2019,Yangon,Normal,Female,Fashion accessories,87.67,2,184.107,175.34,8.767,7.7
21/11/2019,Yangon,Normal,Female,Food and beverages,67.1,3,211.365,201.3,10.065,7.5
22/11/2019,Naypyitaw,Member,Female,Sports and travel,70.19,9,663.2955,631.71,31.5855,6.7
22/11/2019,Naypyitaw,Member,Male,Fashion accessories,52.35,1,54.9675,52.35,2.6175,4
22/11/2019,Yangon,Normal,Male,Fashion accessories,83.24,9,786.618,749.16,37.458,7.4
22/11/2019,Mandalay,Normal,Female,Food and beverages,88.36,5,463.89,441.8,22.09,9.6
22/11/2019,Naypyitaw,Member,Female,Sports and travel,70.19,9,663.2955,631.71,31.5855,6.7
23/11/2019,Naypyitaw,Member,Male,Food and beverages,55.04,7,404.544,385.28,19.264,5.2
23/11/2019,Mandalay,Member,Male,Electronic accessories,39.75,1,41.7375,39.75,1.9875,6.1
23/11/2019,Naypyitaw,Normal,Female,Food and beverages,16.48,6,103.824,98.88,4.944,9.9
23/11/2019,Yangon,Normal,Female,Health and beauty,24.89,9,235.2105,224.01,11.2005,7.4
23/11/2019,Naypyitaw,Member,Male,Food and beverages,55.04,7,404.544,385.28,19.264,5.2
24/11/2019,Yangon,Member,Male,Health and beauty,48.63,10,510.615,486.3,24.315,8.8
24/11/2019,Yangon,Normal,Female,Electronic accessories,90.02,8,756.168,720.16,36.008,4.5
24/11/2019,Naypyitaw,Normal,Female,Sports and travel,80.97,8,680.148,647.76,32.388,9.3
24/11/2019,Mandalay,Normal,Female,Fashion accessories,94.13,5,494.1825,470.65,23.5325,4.8
24/11/2019,Yangon,Member,Male,Health and beauty,48.63,10,510.615,486.3,24.315,8.8
25/11/2019,Naypyitaw,Member,Female,Fashion accessories,73.38,7,539.343,513.66,25.683,9.5
25/11/2019,Mandalay,Member,Female,Electronic accessories,12.1,8,101.64,96.8,4.84,8.6
25/11/2019,Yangon,Member,Male,Food and beverages,92.29,5,484.5225,461.45,23.0725,9
25/11/2019,Mandalay,Member,Female,Sports and travel,78.07,9,737.7615,702.63,35.1315,4.5
25/11/2019,Naypyitaw,Member,Female,Fashion accessories,73.38,7,539.343,513.66,25.683,9.5
26/11/2019,Naypyitaw,Normal,Female,Food and beverages,52.6,9,497.07,473.4,23.67,7.6
26/11/2019,Mandalay,Member,Female,Food and beverages,33.21,10,348.705,332.1,16.605,6
26/11/2019,Mandalay,Member,Male,Electronic accessories,72.17,1,75.7785,72.17,3.6085,6.1
26/11/2019,Mandalay,Normal,Female,Sports and travel,83.78,8,703.752,670.24,33.512,5.1
26/11/2019,Naypyitaw,Normal,Female,Food and beverages,52.6,9,497.07,473.4,23.67,7.6
27/11/2019,Yangon,Member,Female,Home and lifestyle,87.37,5,458.6925,436.85,21.8425,6.6
27/11/2019,Naypyitaw,Member,Female,Fashion accessories,10.18,8,85.512,81.44,4.072,9.5
27/11/2019,Mandalay,Normal,Male,Home and lifestyle,50.28,5,263.97,251.4,12.57,9.7
27/11/2019,Yangon,Normal,Female,Health and beauty,96.58,2,202.818,193.16,9.658,5.1
27/11/2019,Yangon,Member,Female,Home and lifestyle,87.37,5,458.6925,436.85,21.8425,6.6
28/11/2019,Yangon,Member,Female,Sports and travel,27.04,4,113.568,108.16,5.408,6.9
28/11/2019,Mandalay,Member,Male,Sports and travel,31.99,10,335.895,319.9,15.995,9.9
28/11/2019,Mandalay,Member,Male,Health and beauty,97.22,9,918.729,874.98,43.749,6
28/11/2019,Naypyitaw,Member,Female,Food and beverages,99.42,4,417.564,397.68,19.884,7.5
28/11/2019,Yangon,Member,Female,Sports and travel,27.04,4,113.568,108.16,5.408,6.9
29/11/2019,Mandalay,Normal,Male,Home and lifestyle,62.19,4,261.198,248.76,12.438,4.3
29/11/2019,Yangon,Member,Female,Home and lifestyle,34.42,6,216.846,206.52,10.326,7.5
29/11/2019,Mandalay,Normal,Male,Sports and travel,93.39,6,588.357,560.34,28.017,10
29/11/2019,Naypyitaw,Member,Female,Sports and travel,68.12,1,71.526,68.12,3.406,6.8
29/11/2019,Mandalay,Normal,Male,Home and lifestyle,62.19,4,261.198,248.76,12.438,4.3
30/11/2019,Yangon,Member,Male,Electronic accessories,69.58,9,657.531,626.22,31.311,7.8
30/11/2019,Yangon,Member,Female,Food and beverages,83.34,2,175.014,166.68,8.334,7.6
30/11/2019,Naypyitaw,Normal,Female,Food and beverages,43.18,8,362.712,345.44,17.272,8.3
30/11/2019,Yangon,Member,Male,Sports and travel,62.62,5,328.755,313.1,15.655,7
30/11/2019,Yangon,Member,Male,Electronic accessories,69.58,9,657.531,626.22,31.311,7.8
01/12/2019,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,1023.75,975,48.75,8
01/12/2019,Yangon,Normal,Female,Sports and travel,45.58,7,335.013,319.06,15.953,5
01/12/2019,Yangon,Normal,Male,Sports and travel,63.69,1,66.8745,63.69,3.1845,6
01/12/2019,Yangon,Normal,Female,Electronic accessories,60.88,9,575.316,547.92,27.396,4.7
01/12/2019,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,1023.75,975,48.75,8
02/12/2019,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,507.444,483.28,24.164,9.6
02/12/2019,Yangon,Member,Female,Food and beverages,87.9,1,92.295,87.9,4.395,6.7
02/12/2019,Yangon,Normal,Male,Food and beverages,45.79,7,336.5565,320.53,16.0265,7
02/12/2019,Naypyitaw,Normal,Female,Health and beauty,54.92,8,461.328,439.36,21.968,7.6
02/12/2019,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,507.444,483.28,24.164,9.6
03/12/2019,Mandalay,Normal,Male,Food and beverages,32.32,3,101.808,96.96,4.848,4.3
03/12/2019,Yangon,Member,Female,Electronic accessories,73.47,10,771.435,734.7,36.735,9.5
03/12/2019,Naypyitaw,Normal,Male,Sports and travel,76.4,2,160.44,152.8,7.64,6.5
03/12/2019,Mandalay,Member,Male,Home and lifestyle,30.12,8,253.008,240.96,12.048,7.7
03/12/2019,Mandalay,Normal,Male,Food and beverages,32.32,3,101.808,96.96,4.848,4.3
04/12/2019,Mandalay,Member,Female,Fashion accessories,19.77,10,207.585,197.7,9.885,5
04/12/2019,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,102.396,97.52,4.876,6.8
04/12/2019,Mandalay,Normal,Male,Food and beverages,39.9,10,418.95,399,19.95,5.9
04/12/2019,Mandalay,Member,Female,Home and lifestyle,86.72,1,91.056,86.72,4.336,7.9
04/12/2019,Mandalay,Member,Female,Fashion accessories,19.77,10,207.585,197.7,9.885,5
05/12/2019,Mandalay,Member,Male,Health and beauty,80.47,9,760.4415,724.23,36.2115,9.2
05/12/2019,Yangon,Member,Female,Sports and travel,76.92,10,807.66,769.2,38.46,5.6
05/12/2019,Mandalay,Member,Male,Health and beauty,42.57,8,357.588,340.56,17.028,5.6
05/12/2019,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,117.831,112.22,5.611,6.3
05/12/2019,Mandalay,Member,Male,Health and beauty,80.47,9,760.4415,724.23,36.2115,9.2
06/12/2019,Mandalay,Member,Female,Home and lifestyle,88.39,9,835.2855,795.51,39.7755,6.3
06/12/2019,Naypyitaw,Normal,Female,Health and beauty,83.66,5,439.215,418.3,20.915,7.2
06/12/2019,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,1003.59,955.8,47.79,4.8
06/12/2019,Mandalay,Member,Female,Sports and travel,69.12,6,435.456,414.72,20.736,5.6
06/12/2019,Mandalay,Member,Female,Home and lifestyle,88.39,9,835.2855,795.51,39.7755,6.3
07/12/2019,Mandalay,Normal,Male,Health and beauty,71.77,7,527.5095,502.39,25.1195,8.9
07/12/2019,Mandalay,Normal,Female,Electronic accessories,57.91,8,486.444,463.28,23.164,8.1
07/12/2019,Yangon,Normal,Male,Fashion accessories,98.98,10,1039.29,989.8,49.49,8.7
07/12/2019,Naypyitaw,Member,Female,Food and beverages,98.7,8,829.08,789.6,39.48,7.6
07/12/2019,Mandalay,Normal,Male,Health and beauty,71.77,7,527.5095,502.39,25.1195,8.9
08/12/2019,Mandalay,Normal,Female,Electronic accessories,43,4,180.6,172,8.6,7.6
08/12/2019,Naypyitaw,Member,Female,Fashion accessories,92.49,5,485.5725,462.45,23.1225,8.6
08/12/2019,Yangon,Normal,Male,Food and beverages,51.28,6,323.064,307.68,15.384,6.5
08/12/2019,Naypyitaw,Member,Male,Health and beauty,15.37,2,32.277,30.74,1.537,7.2
08/12/2019,Mandalay,Normal,Female,Electronic accessories,43,4,180.6,172,8.6,7.6
09/12/2019,Naypyitaw,Member,Male,Food and beverages,68.98,1,72.429,68.98,3.449,4.8
09/12/2019,Mandalay,Normal,Male,Electronic accessories,28.38,5,148.995,141.9,7.095,9.4
09/12/2019,Yangon,Member,Male,Sports and travel,69.52,7,510.972,486.64,24.332,8.5
09/12/2019,Mandalay,Member,Female,Electronic accessories,93.96,4,394.632,375.84,18.792,9.5
09/12/2019,Naypyitaw,Member,Male,Food and beverages,68.98,1,72.429,68.98,3.449,4.8
10/12/2019,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,131.208,124.96,6.248,9.1
10/12/2019,Mandalay,Member,Female,Electronic accessories,50.45,6,317.835,302.7,15.135,8.9
10/12/2019,Yangon,Normal,Male,Health and beauty,70.01,5,367.5525,350.05,17.5025,5.5
10/12/2019,Mandalay,Member,Male,Health and beauty,56.69,9,535.7205,510.21,25.5105,8.4
10/12/2019,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,131.208,124.96,6.248,9.1
11/12/2019,Yangon,Normal,Male,Sports and travel,25.7,3,80.955,77.1,3.855,6.1
11/12/2019,Mandalay,Normal,Female,Health and beauty,99.16,8,832.944,793.28,39.664,4.2
11/12/2019,Mandalay,Member,Male,Food and beverages,80.05,5,420.2625,400.25,20.0125,9.4
11/12/2019,Mandalay,Member,Female,Food and beverages,20.01,9,189.0945,180.09,9.0045,4.1
11/12/2019,Yangon,Normal,Male,Sports and travel,25.7,3,80.955,77.1,3.855,6.1
12/12/2019,Yangon,Member,Male,Food and beverages,80.62,6,507.906,483.72,24.186,9.1
12/12/2019,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,446.439,425.18,21.259,5
12/12/2019,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,175.14,166.8,8.34,6.3
12/12/2019,Mandalay,Member,Male,Electronic accessories,18.93,6,119.259,113.58,5.679,8.1
12/12/2019,Yangon,Member,Male,Food and beverages,80.62,6,507.906,483.72,24.186,9.1
13/12/2019,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,317.226,302.12,15.106,8.3
13/12/2019,Naypyitaw,Member,Female,Food and beverages,47.27,6,297.801,283.62,14.181,8.8
13/12/2019,Mandalay,Member,Male,Electronic accessories,52.89,6,333.207,317.34,15.867,9.8
13/12/2019,Naypyitaw,Member,Female,Fashion accessories,82.63,10,867.615,826.3,41.315,7.9
13/12/2019,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,317.226,302.12,15.106,8.3
14/12/2019,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,733.6035,698.67,34.9335,7.2
14/12/2019,Naypyitaw,Member,Female,Health and beauty,85.6,7,629.16,599.2,29.96,5.3
14/12/2019,Mandalay,Normal,Male,Food and beverages,19.79,8,166.236,158.32,7.916,8.7
14/12/2019,Naypyitaw,Member,Male,Food and beverages,91.4,7,671.79,639.8,31.99,9.5
14/12/2019,Naypyitaw,Normal,Female,Electronic accessories,77.63,9,733.6035,698.67,34.9335,7.2
15/12/2019,Naypyitaw,Normal,Female,Health and beauty,13.85,9,130.8825,124.65,6.2325,6
15/12/2019,Yangon,Member,Male,Food and beverages,35.04,9,331.128,315.36,15.768,4.6
15/12/2019,Yangon,Member,Male,Home and lifestyle,33.84,9,319.788,304.56,15.228,8.8
15/12/2019,Yangon,Member,Female,Food and beverages,44.59,5,234.0975,222.95,11.1475,8.5
15/12/2019,Naypyitaw,Normal,Female,Health and beauty,13.85,9,130.8825,124.65,6.2325,6
16/12/2019,Naypyitaw,Member,Male,Fashion accessories,98.7,8,829.08,789.6,39.48,8.5
16/12/2019,Naypyitaw,Member,Female,Electronic accessories,44.84,9,423.738,403.56,20.178,7.5
16/12/2019,Yangon,Member,Male,Food and beverages,22.17,8,186.228,177.36,8.868,9.6
16/12/2019,Mandalay,Member,Female,Fashion accessories,17.87,4,75.054,71.48,3.574,6.5
16/12/2019,Naypyitaw,Member,Male,Fashion accessories,98.7,8,829.08,789.6,39.48,8.5
17/12/2019,Yangon,Normal,Female,Health and beauty,35.68,5,187.32,178.4,8.92,6.6
17/12/2019,Mandalay,Normal,Female,Home and lifestyle,45.97,4,193.074,183.88,9.194,5.1
17/12/2019,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,165.4485,157.57,7.8785,4.8
17/12/2019,Naypyitaw,Member,Male,Fashion accessories,15.43,1,16.2015,15.43,0.7715,6.1
17/12/2019,Yangon,Normal,Female,Health and beauty,35.68,5,187.32,178.4,8.92,6.6
18/12/2019,Yangon,Member,Female,Fashion accessories,71.46,7,525.231,500.22,25.011,4.5
18/12/2019,Yangon,Member,Female,Health and beauty,27.73,5,145.5825,138.65,6.9325,4.2
18/12/2019,Yangon,Normal,Male,Food and beverages,73.88,6,465.444,443.28,22.164,4.4
18/12/2019,Mandalay,Normal,Female,Home and lifestyle,16.16,2,33.936,32.32,1.616,6.5
18/12/2019,Yangon,Member,Female,Fashion accessories,71.46,7,525.231,500.22,25.011,4.5
19/12/2019,Yangon,Member,Male,Electronic accessories,11.94,3,37.611,35.82,1.791,8.1
19/12/2019,Yangon,Normal,Female,Food and beverages,11.53,7,84.7455,80.71,4.0355,8.1
19/12/2019,Naypyitaw,Member,Male,Health and beauty,86.8,3,273.42,260.4,13.02,9.9
19/12/2019,Yangon,Member,Male,Electronic accessories,11.94,3,37.611,35.82,1.791,8.1
20/12/2019,Yangon,Normal,Male,Fashion accessories,45.38,3,142.947,136.14,6.807,7.2
20/12/2019,Naypyitaw,Normal,Female,Health and beauty,58.32,2,122.472,116.64,5.832,6
20/12/2019,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,472.311,449.82,22.491,5.7
20/12/2019,Yangon,Normal,Male,Fashion accessories,45.38,3,142.947,136.14,6.807,7.2
21/12/2019,Mandalay,Member,Female,Fashion accessories,17.48,6,110.124,104.88,5.244,6.1
21/12/2019,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,329.196,313.52,15.676,7.9
21/12/2019,Naypyitaw,Member,Male,Food and beverages,38.47,8,323.148,307.76,15.388,7.7
21/12/2019,Mandalay,Member,Female,Fashion accessories,17.48,6,110.124,104.88,5.244,6.1
22/12/2019,Mandalay,Normal,Female,Fashion accessories,25.56,7,187.866,178.92,8.946,7.1
22/12/2019,Naypyitaw,Normal,Male,Health and beauty,84.61,10,888.405,846.1,42.305,8.8
22/12/2019,Yangon,Member,Male,Sports and travel,15.5,10,162.75,155,7.75,8
22/12/2019,Mandalay,Normal,Female,Fashion accessories,25.56,7,187.866,178.92,8.946,7.1
23/12/2019,Naypyitaw,Member,Female,Sports and travel,90.63,9,856.4535,815.67,40.7835,5.1
23/12/2019,Mandalay,Normal,Female,Health and beauty,82.88,5,435.12,414.4,20.72,6.6
23/12/2019,Naypyitaw,Normal,Male,Health and beauty,34.31,8,288.204,274.48,13.724,5.7
23/12/2019,Naypyitaw,Member,Female,Sports and travel,90.63,9,856.4535,815.67,40.7835,5.1
